"asv_id","chi_sq","df","p_value","effect_size","q_value","Taxon","Confidence"
"3d8cbc0072c44e3874da2999d1475ea7",7.15609059563772,2,0.0279302402327221,0.0671078991835367,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__",0.99996474732287
"8f5959f21dc9ce9a281656f8d699ec07",6.92694003058518,2,0.031320889267821,0.0284555119745777,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae",0.993821266092487
"5d62137a2d05df0be8d6b7e163a3ef08",6.64374338700909,2,0.0360852280201523,0.0321014945553777,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister; s__",0.999999991338129
"e45b87169ea3a901a3f87087e72d0f80",6.59122700963296,2,0.0370453105975859,0.0214719192055618,0.735793072170905,"k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__",0.916280215106474
"6d715f97307a9d627f4b11bfb32b463e",6.56587047525154,2,0.0375179708689032,0.029343369576327,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Megasphaera; s__",0.999974740407803
"b2afca865525c7ac1daa630995024e33",6.56587047525154,2,0.0375179708689032,0.0499834809537453,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__",0.988871766380711
"67ffb957ed79bfe72816159d072cf901",6.56587047525154,2,0.0375179708689032,0.0497069482349783,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__",0.724880803790649
"1b739a0217a3d3da2cbb6e10db342410",6.56587047525154,2,0.0375179708689032,0.0491064784036674,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__",0.993584916510098
"917fd371d6de2aead4e7d8258eb3f2e9",6.43468494654207,2,0.0400613811112728,0.0243359836530881,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__; s__",0.997018844646488
"20ad82385d93939209020556a55a2b24",6.39672419042646,2,0.0408290232942821,0.0128371928729976,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Coprobacillus; s__",0.999986289298478
"e3cff5bbbc9580d9a88a4472fedbc785",6.2215032767691,2,0.0445674441459808,0.0431097706030191,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__",0.97429664834955
"b31dc925f086ab7773e6021fef012e77",6.09687953791984,2,0.0474328729284012,0.00502598951401861,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__",0.840447744398192
"8f4a3341ccda8d1b45f286cb686a3aec",6.09687953791984,2,0.0474328729284012,0.0352632142076282,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__parvula",0.96244099118474
"3233034b11dfc584717d9264882a4fce",5.99531637460064,2,0.049903796981777,0.0639946140393319,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae",0.999977227055536
"1243750138937650754b619370565800",5.73765549201317,2,0.0567654310954288,0.0169053622422236,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira; s__",0.999802249740584
"97173fc2da14e9f24fcaca8a9d27b575",5.7339675141175,2,0.0568702024919486,0.0401595739599448,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__",0.926005209232143
"b47e999a38113e0e4e2b139e8b861fdd",5.72457736809384,2,0.0571378400421216,0.0167771321924811,0.735793072170905,"k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__Paraprevotella; s__",0.999999999857863
"229db597c02359f3d94ccdbeeb070dfc",5.71160387952159,2,0.0575096833218085,0.0283312203283533,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales",0.999804074253785
"cca22a273fa140d50cc3cdce9f539f73",5.65930769746384,2,0.0590332845794671,0.0249089258881037,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Megasphaera; s__",0.811127496813611
"b43bf48d76a20b5c7852607cc88a11be",5.64929488745206,2,0.05932957015485,0.00609888107310831,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__",0.998894463256069
"f09ca081a69806aca5de24d404ad4c6c",5.58516902944327,2,0.061262674844946,0.0426323576379334,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__",0.818845254059921
"4a23f2ac748f05cfc3e38dadc04f5f1a",5.58516902944327,2,0.061262674844946,0.0264850484051803,0.735793072170905,"k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Slackia; s__",0.999999996215962
"04cf55ca51883bf19bca35e8ab225def",5.58516902944327,2,0.061262674844946,0.0416367169145194,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__",0.769123218282825
"d85b1a202b71788e6626b129a18b7aa6",5.58516902944327,2,0.061262674844946,0.0309145099890814,0.735793072170905,"k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__",0.999999998779003
"46f96e683eb6268bc2d5c04a827c1fb9",5.58516902944327,2,0.061262674844946,0.0359354326541413,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__",0.997575702571001
"16a0655d9f2d6d566a02c341b32a9f7d",5.58516902944327,2,0.061262674844946,0.0373099344912555,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__",0.702023530852826
"74a6bacdf0fb3a6e34ef1c2baad96ae4",5.58516902944327,2,0.061262674844946,0.0419714691366371,0.735793072170905,"k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__",0.997955807994663
"3017b131d99a3ccd2da30dd4dffd68d3",5.58516902944327,2,0.061262674844946,0.0286798988776822,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales",0.763210973049118
"f8437ffd6e74d2ea36bfae49aea76259",5.58516902944327,2,0.061262674844946,0.0423827190816604,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__",0.992326490894438
"f438aa0dbf3dd79f343b8149614968e2",5.58516902944327,2,0.061262674844946,0.0414677591734948,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Dehalobacteriaceae; g__Dehalobacterium; s__",0.99980250888853
"2ffcf53c5728bc9a71f862e99bc454f6",5.54625319728493,2,0.0624663917641809,0.0228147937919532,0.735793072170905,"k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__",0.999403790878834
"8a83cfd5eb074b5dbc6118eb03ef915e",5.42168350130814,2,0.0664808228799651,0.0165909144175733,0.735793072170905,"k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae]; g__Butyricimonas; s__",0.999999999999531
"51a63d18809e04591820c7e3f3acf0b4",5.39981287744045,2,0.0672118008676877,0.0155993769716445,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__",0.833413841358677
"7dfa96abfa7484bb6c9cfa90dc9b606f",5.31656125056986,2,0.0700685923999641,0.00212307342625626,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__",0.982390493202829
"c1c1c7a5ca13ddaffccff1f5c2b5ece8",5.2733292953194,2,0.0715996819073847,0.0359012730487347,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__",0.907075942264186
"1a494aa43d60de2b0130682daa0c8dd1",5.21011276901321,2,0.0738989703231031,0.0317569340676919,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__",0.904960834781879
"d517ed3a003ec2c36a13a8d13d6a6b4f",5.15502027188152,2,0.0759629060646987,0.0252930020998787,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae",0.991800278320634
"810926a593979f3574e3bbe7defd3559",5.14458485988392,2,0.0763602940005115,0.0180710477540802,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__",0.903130385144812
"250c72bb6411feb065aeb676759a069d",5.0650445323179,2,0.0794583522103086,0.0234663108033136,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae; g__; s__",0.840792434238461
"2534c2d6394a06a20af69cbf7023eb5f",4.99352710628887,2,0.0823510927270269,0.00720836816683733,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales",0.990445867047784
"fa4580177f6fbb6d227755a9dc8807cf",4.94990070861663,2,0.0841671686908959,0.0170144020520103,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Dehalobacteriaceae; g__Dehalobacterium; s__",0.995678546560553
"aa7c3d614178141461db5652292c7579",4.83791264519669,2,0.0890144713883923,0.0331795298784914,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales",0.991118412107687
"c0c365b5a32a28b8d2602de07c5d0b06",4.80006332918578,2,0.0907150807878324,0.0246015501600622,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__",0.865916703445011
"136dd8ad5273567aa900a6cb77730b71",4.75097763215976,2,0.0929690333433602,0.0303738308649699,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Anaerofustis; s__",0.999999779181944
"07e72ded79075ba77ef0d19e61a1d894",4.73119989902468,2,0.093892952436186,0.00589718621823131,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__",0.997745364994711
"322498f1025a569812be6e3fe4f63ff7",4.72264679060654,2,0.0942953505625442,0.0151118460512547,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae",0.954349014761274
"1e12fd509eab963ecba1a4e61f87544c",4.69903725212018,2,0.0954150814961971,0.0100402600831036,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__",0.999647665374826
"e5c67d4a73757253e743eb1cc11aa761",4.69351996639376,2,0.0956786610235446,0.0115865220007074,0.735793072170905,"k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis",0.982236286530854
"3eaea6032cd88394cba0e99c2836e64e",4.67453000512139,2,0.0965914546785925,0.0251677193226867,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__",0.978999690983114
"a544abd909afc727c4418e4e19eed417",4.62076839558285,2,0.0992231229309587,0.0101068064196663,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Pseudoramibacter_Eubacterium; s__",0.999999999910031
"1a962bffebb20d79245326ada6fa9b4a",4.61905317489998,2,0.0993082542068075,0.0071031600242077,0.735793072170905,"k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__",0.933654081197903
"66e972ca5533c021fab0f9b29de22850",4.56387646496385,2,0.102086148147473,0.0500217085861482,0.735793072170905,"k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__",0.986184778616127
"28bb502265419a0e86626d75a1183ce7",4.55668024095503,2,0.102454127160458,0.0475003416000546,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__",0.968858656380771
"7efeb75fc542932a033b37b887994dc8",4.4699477274358,2,0.106994926266147,0.0139964280837062,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__",0.999855368830294
"d97a97d4f8974683e4a66de090129c1c",4.45185528923517,2,0.107967216958555,0.0307694570634935,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__",0.99983151999667
"57e77761c7d4464a3968f059b4a9afcc",4.41825390270534,2,0.109796464338161,0.0272332582696557,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__",0.80234004272646
"ccd45e959449452032e486d6fd640be4",4.40950497848639,2,0.11027781687278,0.00748149670106276,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__",0.85812379280716
"c18980cd339acb8eb177825442bd53af",4.3887891024662,2,0.111426003823033,0.00732323186774459,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__",0.900608045692144
"8b159e3b7ba334383b185c1926d9b9c3",4.38620581335531,2,0.111570019602783,0.0233662066124215,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__Mogibacterium; s__",0.999998677014781
"4faf0d1e462b85e630eaa40b17d8d744",4.37851889826595,2,0.111999659358574,0.0195501472862103,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales",0.996739952097414
"690df543c97f2394f67f7374003b9dfd",4.32705729207116,2,0.114918896639469,0.0223112771908567,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__[Eubacterium]; s__dolichum",0.999999997440909
"ab153c3e19553cead3d76fb9e00684c2",4.30938335135615,2,0.115938931895204,0.0299914485773147,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__",0.850340473240906
"3c15d517ba7b79ff4eab88e71709929d",4.29782913773004,2,0.116610661948441,0.0159223359184473,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae",0.982723542548854
"460457f33d0de99f2663d3aa00f3ec21",4.28290275430295,2,0.117484205330634,0.00860039355862133,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae",0.994075035813698
"2319f9fecaef59a51537cdcb69cf5615",4.21585557821975,2,0.121489457549043,0.0123139933449022,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae",0.999758583643377
"c764eda12e92f19526c7e5a78a38c615",4.12946656165179,2,0.126852119948988,0.00485017612789959,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae",0.999677448781754
"480db3b9bdae9c2c710f19a6ab7cbdaa",4.0926599804737,2,0.129208229965776,0.0241247539275099,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae",0.999911396672701
"ece1af985b63ebccd2833e9b5f0432e3",4.09253890302324,2,0.129216052304082,0.024128826224444,0.735793072170905,"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae",0.999999895509292
"320c03afc417b829a51ecad3dea2e065",4.09253890302324,2,0.129216052304082,0.0298957126303592,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__",0.968243360464714
"e7cc2315723760e9c264f0aec580a1d0",4.09253890302324,2,0.129216052304082,0.0295778585406765,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__",0.997760375319882
"d036347fa41117a4e47d81f7b953ebb4",4.09253890302324,2,0.129216052304082,0.0276904195750556,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__",0.965369714121333
"744b8cd51857478bda77a9f3ab5e1d5a",4.08546423123436,2,0.129673942261872,0.0345323312359904,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae",0.981168206284686
"7ce470a3f833253f6d667fa6830abe07",4.03470302094606,2,0.133007267356761,0.0213896377006383,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__",0.985854501179677
"a78485e8e5399789d5808f03845030b1",3.99493755008097,2,0.135678281202816,0.0268785982264069,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__; s__",0.701253505088505
"6eb5bfb715b7dfcd5c86b9a21dbb1217",3.97871830330305,2,0.136783054558652,0.0281853540136277,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__",0.991105931135919
"12bb0c9249480c4cec2cc9f692018806",3.94983006836692,2,0.13877310271204,0.0222327226757514,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__",0.99998300265813
"04e13bfdc56b7f39045417145b542485",3.9468997283657,2,0.138976577925515,0.0204363225125663,0.735793072170905,"k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__",0.999999743266803
"d9b76ee51ff2b6961430bf352cc578f2",3.94096711074521,2,0.139389437404659,0.0162030675073455,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__infantis",0.734435952152458
"b28b7c4aa423791b12345b224c273cff",3.93684339091413,2,0.139677135392845,0.0296843193573267,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__",0.739801779495837
"c4269a6e9bd66eca53e710c9f9d9ad4f",3.92042741548795,2,0.140828321602034,0.0200157188542289,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__",0.93551341114401
"d39f37b814ebd81091a949f8bd9d1710",3.91489780335803,2,0.141218223352707,0.0218840927118391,0.735793072170905,"k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__caccae",0.981218461797855
"82238167b55a4e51c78dedca07ead492",3.89414778975911,2,0.14269099015219,0.0169749824420246,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__",0.773903889662227
"2ad8a4ebf774763b765f4ab5b516ff21",3.8370696574809,2,0.146821923877145,0.0040614499067919,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae",0.99973834639616
"5a81c6771272da189265479e715d2267",3.81405436594374,2,0.148521257479813,0.0140267807516656,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__",0.767964696204759
"59d031b8ba709e8da78b4c1f63c74f09",3.76678446746502,2,0.15207336140722,0.0224886859126697,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae",0.955606025197566
"48d9883fd871b82d9bbc89cb0447be8c",3.76656279177794,2,0.152090217824806,0.0127634277378373,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Clostridium; s__aldenense",0.954448230161113
"8937656c16c20701c107e715bad86732",3.74030000985835,2,0.154100544240075,0.0553425758691435,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__faecis",0.810411044164612
"90c2b51afe404951ec89bd52c7ae1f58",3.66139290642276,2,0.160301886125783,0.0213218794023717,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__",0.990555879276072
"2268b83b6cb307bfd1cd008dae1ce4b3",3.64920391340732,2,0.161281828505507,0.0136391798060515,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__",0.999531071688259
"f5f4ef252850e0b1f378923731257d69",3.63319986000142,2,0.162577587438491,0.0326725784556012,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__",0.998450411870658
"6379dc656242048599296adee894e990",3.62850453143256,2,0.162959713410209,0.0133985621865375,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae; g__rc4-4; s__",0.99999999411861
"5b79b88486d3642167e7b79cbf2b0139",3.5804152028805,2,0.166925512092959,0.0153881364454889,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales",0.999215201461946
"d061a99148d649c4eca4836c5f4b5b68",3.5366587788333,2,0.170617786746207,0.0128422497396472,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__; s__",0.999986510683531
"2c6244626b7d94b8e4a351da9f2f661a",3.53021640537713,2,0.171168264616473,0.00458338910007966,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__",0.991414255193251
"c5c8411df6c67816edc2355223e057da",3.53003319200084,2,0.171183945492535,0.0291806619706472,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__",0.83140173218358
"93a9affe525a4ddda933fce27518d7ce",3.50817334302528,2,0.173065235540657,0.0295498048132065,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__",0.987401971359899
"80fd14aea177425eb5d6a4b388a08a07",3.5038135937125,2,0.173442907550783,0.018290144240023,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__",0.983328800585488
"c5adecb440a6bac201ab573ccd2d6dda",3.50083424100549,2,0.17370147389111,0.0207877026579062,0.735793072170905,"k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; s__",0.999999908749065
"2f297c39eca8f71d1bdba4ac397e6971",3.50083424100549,2,0.17370147389111,0.0215640317198321,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Parvimonas; s__",0.999999798967201
"5c707926751e9eaa10f1b9178817997c",3.48284951717938,2,0.175270504481657,0.0158069137427908,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__",0.999028678175194
"40c85a458df8d5a935122ba778d4f334",3.47773835839006,2,0.175718995003881,0.0403663243535195,0.735793072170905,"k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__",0.732042527981083
"cbb1dee8bf80a6cf676e15d39d9979d1",3.46271628991387,2,0.177043795474201,0.0443435244764137,0.735793072170905,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__RF32; f__; g__; s__",0.999999998621178
"f5dd3f079f8866010ff9e1ce86dea070",3.46271628991387,2,0.177043795474201,0.0324865720230259,0.735793072170905,"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__",0.924795641123644
